Pub Date,Headline,Snippet,Lead Paragraph,abstract,Source,Web URL
2017-04-24T15:43:10+0000,Tech Roundup: Things We’ve Learned About Travis Kalanick,The chief executive of Uber isn’t afraid of a fight or of taking risks. We’ve known that for a while. But did you hear about his gaming skills on the Wii?,"Travis Kalanick, the chief executive of Uber, has been a subject of fascination for the tech industry in recent years. He’s not afraid of a fight, or of local regulations that get in the way of his company.",The chief executive of Uber isn’t afraid of a fight or of taking risks. We’ve known that for a while. But did you hear about his gaming skills on the Wii?,The New York Times,https://www.nytimes.com/2017/04/24/technology/tech-roundup-things-weve-learned-about-travis-kalanick.html
2017-04-22T18:30:19+0000,Is It Time to Break Up Google?,Let’s face it: The biggest tech companies are monopolies.,"In just 10 years, the world’s five largest companies by market capitalization have all changed, save for one: Microsoft. Exxon Mobil, General Electric, Citigroup and Shell Oil are out and Apple, Alphabet (the parent company of Google), Amazon and Facebook have taken their place.",Let’s face it: The biggest tech companies are monopolies.,The New York Times,https://www.nytimes.com/2017/04/22/opinion/sunday/is-it-time-to-break-up-google.html
2017-04-28T16:23:53+0000,Running macOS and Windows 10 on the Same Computer,"With Apple’s built-in Boot Camp utility or third-party programs, you can install and use Windows 10 on your Mac.",Q. I have a 2012 iMac and could use Boot Camp only with Windows 7. Does Windows 10 now work if I have my Mac fully updated?,"With Apple’s built-in Boot Camp utility or third-party programs, you can install and use Windows 10 on your Mac.",The New York Times,https://www.nytimes.com/2017/04/28/technology/personaltech/running-macos-and-windows-10-on-the-same-computer.html
2017-04-25T15:27:55+0000,"Nasdaq Hits 6,000 as Markets Rise on Tax Overhaul Optimism","Stock market indexes rose sharply, with the Nasdaq ending above 6,000, on reports that President Trump was seeking to cut corporate taxes.","Propelled by the skyrocketing returns of large technology stocks, the Nasdaq composite index pushed past the 6,000 level for the first time in its history.","Stock market indexes rose sharply, with the Nasdaq ending above 6,000, on reports that President Trump was seeking to cut corporate taxes.",The New York Times,https://www.nytimes.com/2017/04/25/business/dealbook/stock-market-trump-taxes.html
2017-04-27T16:23:35+0000,Let Your Fingers Do the Walking (Back),"If you’re tired of fumbling with the mouse to click the Back button on your browser to revisit the previous page, use a keyboard shortcut instead.",Q. Is there any way to set up a keyboard “back” action in my browser instead of finding and hitting the “back” button on the screen with the mouse?,"If you’re tired of fumbling with the mouse to click the Back button on your browser to revisit the previous page, use a keyboard shortcut instead.",The New York Times,https://www.nytimes.com/2017/04/27/technology/personaltech/keyboard-shortcuts.html
2017-04-24T10:03:02+0000,Morning Agenda: Uber’s Maverick Leader,"Time and again, Travis Kalanick, the chief of the ride-hailing service, has openly disregarded existing rules and norms, backing down only when caught.","Travis Kalanick, the chief executive of Uber, got a telling off from his counterpart at Apple, Timothy D. Cook, in 2015.","Time and again, Travis Kalanick, the chief of the ride-hailing service, has openly disregarded existing rules and norms, backing down only when caught.",The New York Times,https://www.nytimes.com/2017/04/24/business/dealbook/uber-apple-kalanick-att.html
2017-04-23T14:37:16+0000,Uber’s C.E.O. Plays With Fire,Travis Kalanick’s drive to win in life has led to a pattern of risk-taking that has at times put his ride-hailing company on the brink of implosion.,"SAN FRANCISCO — Travis Kalanick, the chief executive of Uber, visited Apple’s headquarters in early 2015 to meet with Timothy D. Cook, who runs the iPhone maker. It was a session that Mr. Kalanick was dreading.",Travis Kalanick’s drive to win in life has led to a pattern of risk-taking that has at times put his ride-hailing company on the brink of implosion.,The New York Times,https://www.nytimes.com/2017/04/23/technology/travis-kalanick-pushes-uber-and-himself-to-the-precipice.html
2017-04-23T04:00:04+0000,"Lia Napolitano, Daniel Sullivan",The couple were married at the Conservatory of Flowers in San Francisco.,"Lia Teressa Napolitano and Daniel Gregory Sullivan were married April 22 at the Conservatory of Flowers in San Francisco by Jack G. Clayton, a friend of the groom who was appointed a temporary deputy marriage commissioner by San Diego County for the occasion.",The couple were married at the Conservatory of Flowers in San Francisco.,The New York Times,https://www.nytimes.com/2017/04/23/fashion/weddings/lia-napolitano-daniel-sullivan.html
2017-04-27T23:49:29+0000,Uber Executive Steps Back From Self-Driving Cars During Waymo Legal Fight,"Anthony Levandowski, the engineer at the center of litigation over driverless car technology, said he will no longer work on a key part of the technology at Uber.","Anthony Levandowski, the Uber executive accused of stealing trade secrets from Google, is stepping aside from leading some of the company’s work on self-driving vehicles, amid a bare-knuckled legal fight between the two technology giants.","Anthony Levandowski, the engineer at the center of litigation over driverless car technology, said he will no longer work on a key part of the technology at Uber.",The New York Times,https://www.nytimes.com/2017/04/27/technology/uber-self-driving-cars-anthony-levandowski-google.html
2017-05-05T21:02:53+0000,The Fabulous Apple Cash Machine,"Apple continues to mint money at an almost inconceivable pace. But it hasn’t come out with a technological game changer in years. Investors, take heed.",Great things are expected of the most valuable company on the planet.,"Apple continues to mint money at an almost inconceivable pace. But it hasn’t come out with a technological game changer in years. Investors, take heed.",The New York Times,https://www.nytimes.com/2017/05/05/your-money/the-fabulous-apple-cash-machine.html
2017-05-04T01:40:45+0000,Apple Announces $1 Billion Fund to Create U.S. Jobs in Manufacturing,"Apple, joining a growing list of companies that have said recently that they will promote jobs in the U.S., said it would announce the fund’s first investment this month.","SAN FRANCISCO — While on the campaign trail last year, Donald J. Trump lamented the loss of manufacturing jobs in the United States and set his sights on companies like Apple to help rectify the situation. “I’m going to get Apple to start making their computers and their iPhones on our land, not in China,” he said.","Apple, joining a growing list of companies that have said recently that they will promote jobs in the U.S., said it would announce the fund’s first investment this month.",The New York Times,https://www.nytimes.com/2017/05/03/technology/apple-jobs.html
2017-05-03T00:54:10+0000,Customers Waiting on New iPhones Crimp Apple’s Profits,The Silicon Valley giant said sales in its most recent quarter were slowed by expectations for a phone that isn’t due until September.,SAN FRANCISCO — Apple’s iPhone business is sailing squarely into the doldrums between new models.,The Silicon Valley giant said sales in its most recent quarter were slowed by expectations for a phone that isn’t due until September.,The New York Times,https://www.nytimes.com/2017/05/02/technology/apple-profit-increases-new-iphones.html
2017-05-08T16:50:31+0000,When Apple Maps Marks Your Spot,"After you disconnect your phone from the car’s dashboard, the iOS 10 maps app remembers where you parked and can lead you back to that location.","Q. I thought Apple Maps on my iPhone was supposed to automatically show me where I parked my car, but I don’t think it’s working. Am I not doing something I should? Location Services was on.","After you disconnect your phone from the car’s dashboard, the iOS 10 maps app remembers where you parked and can lead you back to that location.",The New York Times,https://www.nytimes.com/2017/05/08/technology/personaltech/when-apple-maps-marks-your-spot.html
2017-05-02T16:34:02+0000,Updating Stored Credit Card Information for the App Store,"Apple keeps your payment and billing information on file, but visit your account settings if you need to make a change.",Q. How do I change the billing information for iPad app purchases?,"Apple keeps your payment and billing information on file, but visit your account settings if you need to make a change.",The New York Times,https://www.nytimes.com/2017/05/02/technology/personaltech/updating-stored-credit-card-information.html
2017-05-10T14:27:22+0000,Which Tech Giant Would You Drop?,The Big Five tech companies increasingly dominate our lives. Could you ditch them?,The Big Five tech companies increasingly dominate our lives. Could you ditch them?,The Big Five tech companies increasingly dominate our lives. Could you ditch them?,The New York Times,https://www.nytimes.com/interactive/2017/05/10/technology/Ranking-Apple-Amazon-Facebook-Microsoft-Google.html
2017-05-10T16:20:57+0000,Daily Report: Too Late to Run From Tech’s Frightful Five,"The products and services of Amazon, Apple, Facebook, Google and Microsoft have become essential and inescapable. Which ones would you ditch if you had to?","Slowly, gradually, before we even had time to realize it, the Frightful Five tech companies — Amazon, Apple, Facebook, Microsoft and Alphabet, the parent of Google — became essential and inescapable.","The products and services of Amazon, Apple, Facebook, Google and Microsoft have become essential and inescapable. Which ones would you ditch if you had to?",The New York Times,https://www.nytimes.com/2017/05/10/technology/daily-report-too-late-to-run-from-techs-frightful-five.html
2017-05-10T14:27:28+0000,Tech’s Frightful Five: They’ve Got Us,"Amazon, Apple, Microsoft, Facebook and Google dominate our day-to-day activities. Imagining being forced to give up some of them could lead to hard choices.","A few weeks ago, I bought a new television. When the whole process was over, I realized something incredible: To navigate all of the niggling details surrounding this one commercial transaction — figuring out what to buy, which accessories I needed, how and where to install it, and whom to hire to do so — I had dealt with only a single ubiquitous corporation: Amazon.","Amazon, Apple, Microsoft, Facebook and Google dominate our day-to-day activities. Imagining being forced to give up some of them could lead to hard choices.",The New York Times,https://www.nytimes.com/2017/05/10/technology/techs-frightful-five-theyve-got-us.html
2017-05-06T18:30:43+0000,Trump: Hazardous to Our Health,Our salesman in chief celebrates hawking a shoddy product.,WASHINGTON — Will Donald Trump’s presidency get rotted out?,Our salesman in chief celebrates hawking a shoddy product.,The New York Times,https://www.nytimes.com/2017/05/06/opinion/sunday/trump-hazardous-to-our-health.html
2017-05-06T13:00:06+0000,Farhad and Mike’s Week in Tech: Uber Under Scrutiny,"Mike and Farhad chat about Facebook, Angie’s List and, what else, Uber.","Each Saturday, Farhad Manjoo and Mike Isaac, technology reporters at The New York Times, review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry.","Mike and Farhad chat about Facebook, Angie’s List and, what else, Uber.",The New York Times,https://www.nytimes.com/2017/05/06/technology/farhad-and-mikes-week-in-tech-is-uber-dying.html
2017-05-12T07:21:05+0000,Apple Comes to Washington,It feels as if the city itself is getting a brand-new operating system.,"WASHINGTON — Last month I spoke on a panel here, organized by the Historical Society of Washington, about how local authors like me use “place” in our work. The building where the panel was held — the Carnegie Library, a gleaming Beaux-Arts structure gifted to the city a century ago by the industrialist Andrew Carnegie — has become the latest sign of Washington’s gentrifying times: Apple recently released plans to convert the building, long a civic space, into a lavish retail store.",It feels as if the city itself is getting a brand-new operating system.,The New York Times,https://www.nytimes.com/2017/05/12/opinion/washington-dc-gentrification-apple.html
2017-05-12T23:54:59+0000,Apple Gives Corning $200 Million to Invent Better Phone Glass,The investment in Corning’s Kentucky plant could also help Apple in Washington as it seeks support for big corporate tax cuts.,"SAN FRANCISCO — Apple is seeding the next generation of American-made glass for its iPhones and iPads, and its investments may have the side benefit of helping the company win favor in Washington.",The investment in Corning’s Kentucky plant could also help Apple in Washington as it seeks support for big corporate tax cuts.,The New York Times,https://www.nytimes.com/2017/05/12/technology/apple-corning-phone-glass.html
2017-05-11T20:55:31+0000,Review: A Game Effort at Polishing Up ‘The Golden Apple’,Encores! makes a marvelous if last-ditch case for the cult musical based on “The Iliad” and “The Odyssey.”,"To make a cult, it takes a failure. On that count, “The Golden Apple,” a musical retelling of “The Iliad” and “The Odyssey” set in Washington State around 1900, certainly qualifies. Though it opened to positive reviews at the Phoenix Theater in 1954, and was the first Off Broadway musical ever to transfer to Broadway, it flopped almost as soon as it arrived.",Encores! makes a marvelous if last-ditch case for the cult musical based on “The Iliad” and “The Odyssey.”,The New York Times,https://www.nytimes.com/2017/05/11/theater/the-golden-apple-review.html
2017-05-20T13:00:06+0000,Farhad’s and Mike’s Week in Tech: Caring About Tech News,"In a tide of breaking news, why pay attention to the tech industry?","Each Saturday, Farhad Manjoo and Mike Isaac, technology reporters at The New York Times, review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry.","In a tide of breaking news, why pay attention to the tech industry?",The New York Times,https://www.nytimes.com/2017/05/20/technology/farhads-and-mikes-week-in-tech-caring-about-tech-news.html
2017-05-19T17:03:07+0000,"In the Stock Market, International Is Actually First","The Trump administration’s slogan is “America First,” but in the stock market, companies with big international operations are outperforming.","In his first speech as president of the United States, Donald J. Trump declared, “From this day forward, it is going to be only America first, America first.”","The Trump administration’s slogan is “America First,” but in the stock market, companies with big international operations are outperforming.",The New York Times,https://www.nytimes.com/2017/05/19/your-money/america-first-stock-market-international.html
2017-05-16T16:11:22+0000,Use Your Phone as a Digital Magnifying Glass,"Like other mobile platforms, Apple’s iOS 10 software includes a feature to make reading the fine print easier through your phone.",Q. I saw somebody in a restaurant using a smartphone to magnify the tiny type on the menu. What app is that and can I get it for my new iPhone?,"Like other mobile platforms, Apple’s iOS 10 software includes a feature to make reading the fine print easier through your phone.",The New York Times,https://www.nytimes.com/2017/05/16/technology/personaltech/use-phone-as-digital-magnifying-glass.html
2017-05-11T15:24:00+0000,How to Do a Text Search on Mobile,Smartphone and tablet browsers tend to hide the option for searching text under a menu or icon.,"Q. On a desktop browser, you can press Control + F to get a search box so you can look for a specific word or phrases on a page, but how do you do that on a mobile browser where keyboard commands don’t really work?",Smartphone and tablet browsers tend to hide the option for searching text under a menu or icon.,The New York Times,https://www.nytimes.com/2017/05/11/technology/personaltech/how-to-do-a-text-search-on-mobile.html
2017-05-17T14:33:06+0000,How Colleges Know What You Can Afford (and the Limits of That Tactic),"It’s called price discrimination, but its overuse points to the financial weakness of many private colleges.","Earlier this month, Kelly Jordan, vice president for student affairs at Holy Cross College in South Bend, Ind., accidentally sent an email to the entire student body declaring that the small Catholic college was on the brink of financial ruin.","It’s called price discrimination, but its overuse points to the financial weakness of many private colleges.",The New York Times,https://www.nytimes.com/2017/05/17/upshot/how-colleges-know-what-you-can-afford-and-the-limits-of-that-tactic.html
2017-05-18T20:51:42+0000,A Sampling of ‘Natural Foods Cookbook’ Recipes,"The author, Beatrice Trum Hunter, who died at 98, credited the natural ingredients she used for helping her live longer than people who relied on processed foods.","Decades before “organic,” “raw” and “natural” became watchwords in some quarters for the most desirable of foods, Beatrice Trum Hunter published “The Natural Foods Cookbook,” which scorned sugar while promoting whole grains, vegetables and fruits.","The author, Beatrice Trum Hunter, who died at 98, credited the natural ingredients she used for helping her live longer than people who relied on processed foods.",The New York Times,https://www.nytimes.com/2017/05/18/us/beatrice-trum-hunter-natural-foods-cookbook-recipes.html
2017-05-19T15:50:42+0000,Daily Report: Europe Gets Tough on Facebook,The European Union’s antitrust chief fined the social media company about $122 million for providing misleading statements in its WhatsApp acquisition.,"It has been some time since a technology company ran afoul of antitrust investigators in the United States. But in Europe, it’s an entirely different story.",The European Union’s antitrust chief fined the social media company about $122 million for providing misleading statements in its WhatsApp acquisition.,The New York Times,https://www.nytimes.com/2017/05/19/technology/daily-report-europe-gets-tough-on-facebook.html
2017-05-23T09:22:33+0000,Apple Settles Legal Dispute With Nokia,"The iPhone maker has agreed to a new licensing deal with the Finnish telecommunications company, ending a six-month battle over technology patents.",Apple and Nokia settled a legal dispute on Tuesday over the right of the iPhone maker to use patents and other intellectual property owned by the Finnish telecommunications company.,"The iPhone maker has agreed to a new licensing deal with the Finnish telecommunications company, ending a six-month battle over technology patents.",The New York Times,https://www.nytimes.com/2017/05/23/business/apple-nokia-patents.html
2017-05-29T22:01:14+0000,Hunting Down the Lost Apples of the Pacific Northwest,A retired F.B.I. investigator is digging into records and rediscovering old varieties in trees left stranded when family orchards failed in the 1800s.,"STEPTOE, Wash. — David Benscoter honed his craft as an investigator for the F.B.I. and the United States Treasury, cornering corrupt politicians and tax evaders. The lost apple trees that he hunts down now are really not so different. People and things, he said, tend to hide in plain sight if you know how and where to look.",A retired F.B.I. investigator is digging into records and rediscovering old varieties in trees left stranded when family orchards failed in the 1800s.,The New York Times,https://www.nytimes.com/2017/05/29/us/apple-varieties-pacific-northwest.html
2017-05-22T01:40:14+0000,"Apple Pay Violates Patents Held by Security Technology Inventor, Lawsuit Alleges","The suit accuses Apple Pay of using technology that was pitched to Apple and Visa officials, but the companies never signed a license agreement.","SAN FRANCISCO — A small Boston company, founded by the inventor of a popular corporate encryption technology called RSA SecurID, sued Apple and Visa on Sunday, arguing that the Apple Pay digital payment technology violates its patents.","The suit accuses Apple Pay of using technology that was pitched to Apple and Visa officials, but the companies never signed a license agreement.",The New York Times,https://www.nytimes.com/2017/05/21/technology/apple-pay-patent-lawsuit.html
2017-05-30T15:26:59+0000,The End of the Road for Some Apps,"As Apple moves to update its iOS software this year, apps that have not kept pace with the changes will be sidelined.",Q. I’m getting a message on some of my iPad apps saying they won’t work on the next version of iOS. What — and why — is this?,"As Apple moves to update its iOS software this year, apps that have not kept pace with the changes will be sidelined.",The New York Times,https://www.nytimes.com/2017/05/30/technology/personaltech/the-end-of-the-road-for-some-apps.html
2017-05-22T16:35:05+0000,How to Make It Known There’s a Problem With an App,"Online app stores typically post the website and contact information for the software’s developers, in case you need to report bugs or find answers.",Q. Is there any way to report problems or get technical support for a mobile app?,"Online app stores typically post the website and contact information for the software’s developers, in case you need to report bugs or find answers.",The New York Times,https://www.nytimes.com/2017/05/22/technology/personaltech/how-to-make-it-known-theres-a-problem-with-an-app.html
2017-05-24T16:25:48+0000,In Search of the Simple Sign-In,"A tool in Apple’s iOS 10 software can save you a lot of password typing to stream video, but it doesn’t work with every TV provider or app.","Q. I want to use the feature of the iOS TV app where you only have to put in your name and password in once in order to stream different channel apps, but I can’t find where you go to enter that information. Where is it?","A tool in Apple’s iOS 10 software can save you a lot of password typing to stream video, but it doesn’t work with every TV provider or app.",The New York Times,https://www.nytimes.com/2017/05/24/technology/personaltech/in-search-of-the-simple-sign-in.html
2017-05-26T17:06:50+0000,Finding Missing Notifications,"The iPhone and other mobile devices can alert you to breaking news and other events, as long as the settings are correct.","Q. I thought I had turned on iPhone notifications for a couple of my favorite news apps, but I don’t seem to be getting any alerts — especially when I know there are headlines all over the place these days and my phone isn’t locked. How can I fix this?","The iPhone and other mobile devices can alert you to breaking news and other events, as long as the settings are correct.",The New York Times,https://www.nytimes.com/2017/05/26/technology/personaltech/finding-missing-notifications.html
2017-05-22T04:01:04+0000,Pediatricians Say No Fruit Juice in Child’s First Year,The American Academy of Pediatrics says that many parents wrongly believe that fruit juice is good for children.,"The nation’s top pediatricians are advising parents to stop giving fruit juice to children in the first year of life, saying the drink is not as healthful as many parents think.",The American Academy of Pediatrics says that many parents wrongly believe that fruit juice is good for children.,The New York Times,https://www.nytimes.com/2017/05/22/well/family/pediatricians-say-no-fruit-juice-in-childs-first-year.html
2017-05-28T04:01:03+0000,"Diane Padilla, Eduardo Cisneros","For this couple, a wedding in Washington and a party in Mexico.","Diane Elizabeth Padilla and Eduardo Cisneros were married May 23 at the Superior Court of the District of Columbia. Karima Azzouz, an authorized volunteer of the court, officiated. On May 28, Julie Chavez Rodriguez, a friend of the couple, is to lead them in a nondenominational ceremony at a beachfront villa in Puerto Vallarta, Mexico.","For this couple, a wedding in Washington and a party in Mexico.",The New York Times,https://www.nytimes.com/2017/05/28/fashion/weddings/diane-padilla-eduardo-cisneros.html
2017-05-30T20:38:24+0000,"A Price Amazon Is Content to Keep High: $1,000 a Share","As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street.","SEATTLE — On Monday, Amazon.com’s share price briefly crossed the $1,000 mark for the first time in its 20-year history as a publicly traded company.","As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street.",The New York Times,https://www.nytimes.com/2017/05/30/technology/amazon-stock-price.html
2017-05-31T15:10:04+0000,Recipes for Break-Fast,"Join us in the delight of cooking for others, whether or not you’re celebrating Ramadan.","Sam Sifton emails readers of Cooking five days a week to talk about food and suggest recipes. That email also appears here. To receive it in your inbox, register here.","Join us in the delight of cooking for others, whether or not you’re celebrating Ramadan.",The New York Times,https://www.nytimes.com/2017/05/31/dining/recipes-for-break-fast.html
2017-05-31T20:45:42+0000,"Halsey’s Second Album: Something New, but a Lot Borrowed","The release, “hopeless fountain kingdom,” is a conventional take on radio pop from a singer who seemed poised to stand in opposition to the mainstream.","Halsey arrived as part of a slew of female pop rebels who emerged in the wake of Lorde’s early-2010s recalibration of the genre’s operating hierarchies. As had been clear many times before — but was forgotten in the early part of the 2000s — the reluctant girl in the corner or the punk rebel was just as capable of making world-shaping pop as the popular extrovert. Halsey, with her dyed pixie haircut and wild-child interviews, appeared to fit the bill.","The release, “hopeless fountain kingdom,” is a conventional take on radio pop from a singer who seemed poised to stand in opposition to the mainstream.",The New York Times,https://www.nytimes.com/2017/05/31/arts/music/halsey-hopeless-fountain-kingdom-review.html
2017-05-31T17:01:01+0000,Do I Dare to Eat a Frozen Peach? Kim Severson on Georgia’s Fruit Crisis,Atlanta-based food correspondent Kim Severson explains why a summer without a Southern peach is ... unthinkable.,I thought I knew peaches when I first moved to Georgia from New York to report on Southern news for The Times’s National desk six years ago.,Atlanta-based food correspondent Kim Severson explains why a summer without a Southern peach is ... unthinkable.,The New York Times,https://www.nytimes.com/2017/05/31/insider/do-i-dare-to-eat-a-frozen-peach-kim-severson-on-georgias-fruit-crisis.html
2017-05-31T09:00:30+0000,Trump Is Hearing Plenty About the Paris Climate Deal. Who Will Have the Last Word?,"As President Trump decides whether to stay or leave the international climate agreement, political and corporate leaders on both sides of the debate are lobbying him fiercely.","As President Trump decides whether to stay or leave the international climate agreement, political and corporate leaders on both sides of the debate are lobbying him fiercely.","As President Trump decides whether to stay or leave the international climate agreement, political and corporate leaders on both sides of the debate are lobbying him fiercely.",The New York Times,https://www.nytimes.com/interactive/2017/05/31/climate/trumps-is-hearing-plenty-on-the-paris-climate-agreement-who-will-have-the-last-word.html
2017-05-31T12:42:29+0000,"California Today: To Fight Climate Change, Heal the Ground","Thursday: A new approach to fighting climate change, a conversation with Warriors coach Steve Kerr, and a London exhibit explores California design.",Good morning.,"Thursday: A new approach to fighting climate change, a conversation with Warriors coach Steve Kerr, and a London exhibit explores California design.",The New York Times,https://www.nytimes.com/2017/05/31/us/california-today-climate-change-soil-initiative.html
2017-05-31T10:00:19+0000,Planning a Trip With the Help of Google Home,"The smart speaker has learned a few new tricks, including some enhancements for travelers.","The Google Home personal assistant, a voice-activated speaker powered by Google Assistant, arrived in stores in November with some neat tricks for travelers: the ability to suggest nearby restaurants, translate foreign words, convert currency, track flight status and answer fact-based queries such as, “How much does Global Entry cost?”","The smart speaker has learned a few new tricks, including some enhancements for travelers.",The New York Times,https://www.nytimes.com/2017/05/31/travel/google-home-help-with-planning-trips.html
2017-05-31T12:40:35+0000,World Awaits Trump Decision on U.S. Future in Paris Accord,"The president said that at 3 p.m. Thursday, he would announce his decision on whether the United States would honor the landmark climate-change pact.","WASHINGTON — Momentous arguments inside the West Wing over the future of the Paris climate accord became a messy public spectacle on Wednesday, with some aides saying that President Trump had decided to abandon the landmark global warming agreement while others insisted that no decision had been made.","The president said that at 3 p.m. Thursday, he would announce his decision on whether the United States would honor the landmark climate-change pact.",The New York Times,https://www.nytimes.com/2017/05/31/climate/trump-quits-paris-climate-accord.html
2017-05-31T01:16:03+0000,Trump Advisers Wage Tug of War Before Decision on Climate Deal,"The president has said he will make a decision on whether to withdraw from the landmark Paris Agreement this week, a vexing decision with voices he respects on both sides.","WASHINGTON — A divided White House staff, anxious corporate executives, lawmakers and foreign leaders are fiercely competing for President Trump’s ear this week as he nears a decision on whether to pull the United States out of the Paris climate accord, the landmark agreement that commits nearly every country to combat global warming.","The president has said he will make a decision on whether to withdraw from the landmark Paris Agreement this week, a vexing decision with voices he respects on both sides.",The New York Times,https://www.nytimes.com/2017/05/30/us/politics/paris-climate-agreement-trump.html
2017-06-05T14:37:53+0000,HomePod Speaker and New iMacs: What We Saw at Apple’s WWDC,"Apple held its annual developer conference, where it announced the brand new HomePod speaker, other hardware and updates to its operating systems.","• Apple gave a sneak peek of HomePod, a speaker, to rival Amazon’s Echo and Google’s Home. It’s the first brand-new hardware product for Apple since the Apple Watch.","Apple held its annual developer conference, where it announced the brand new HomePod speaker, other hardware and updates to its operating systems.",The New York Times,https://www.nytimes.com/2017/06/05/technology/apple-wwdc.html
2017-06-06T17:15:09+0000,Q&A: What Apple Announced at WWDC,"At Apple’s annual conference for software developers this week, the iPhone maker announced brand-new iPads and MacBooks along with a smart speaker featuring its voice assistant Siri.","At Apple’s annual conference for software developers this week, the iPhone maker announced brand-new iPads and MacBooks along with a smart speaker featuring its voice assistant Siri.","At Apple’s annual conference for software developers this week, the iPhone maker announced brand-new iPads and MacBooks along with a smart speaker featuring its voice assistant Siri.",The New York Times,https://www.nytimes.com/interactive/2017/06/06/technology/apple-wwdc-questions.html
2017-06-09T11:55:38+0000,"Apple Customer Data in China Was Sold Illegally, Police Say",The reported security breach highlights rising worries about cybertheft in a country where few expect the central government to respect their privacy.,"To Apple’s mounting problems in China, add official scrutiny over privacy.",The reported security breach highlights rising worries about cybertheft in a country where few expect the central government to respect their privacy.,The New York Times,https://www.nytimes.com/2017/06/09/business/china-apple-personal-data-sold.html
2017-06-05T01:00:04+0000,"Apple’s W.W.D.C., and Energy Ministers Meeting: The Week Ahead","The technology company will show off new software and hardware on Monday, and delegations from over two dozen countries will discuss clean energy investments.",Here’s a look at what’s coming up this week.,"The technology company will show off new software and hardware on Monday, and delegations from over two dozen countries will discuss clean energy investments.",The New York Times,https://www.nytimes.com/2017/06/04/business/apple-will-host-annual-developers-conference-and-global-energy-ministers-are-to-meet.html
2017-06-06T09:00:36+0000,Apple Needs to Reinvent Itself. It Just Might Be Doing So.,"With the announcement of HomePod, a new home assistant, the company seems to be finally embracing the technologies it has long put on the back burner.","SAN JOSE, Calif. — One of Apple’s greatest strengths is timing. The company that’s hailed for innovation does not often invent things first — it didn’t create the first personal computer, the first digital music player or the first smartphone. Instead, Apple reinvents, slipping in and producing something more original than what we used to use.","With the announcement of HomePod, a new home assistant, the company seems to be finally embracing the technologies it has long put on the back burner.",The New York Times,https://www.nytimes.com/2017/06/06/technology/apple-reinvent-itself.html
2017-06-03T01:53:21+0000,"Apple Piles On the Features, and Users Say, ‘Enough!’","The company will show off new features for the iPhone and other products on Monday, but customers are still struggling to get comfortable with the last round of improvements.","SAN FRANCISCO — As Apple prepares to show off new features for the iPhone and other devices at its developer conference on Monday, the company is grappling with an uncomfortable issue: Many of its existing features are already too complicated for many users to figure out.","The company will show off new features for the iPhone and other products on Monday, but customers are still struggling to get comfortable with the last round of improvements.",The New York Times,https://www.nytimes.com/2017/06/02/technology/apple-iphone-developer-conference.html
2017-06-02T18:14:47+0000,Rihanna vs. Apple Outshines Warriors vs. Cavs,"The pop sensation stole the spotlight Thursday night, drawing the attention of Kevin Durant, Jeff Van Gundy and Apple Music’s Eddy Cue.","The Warriors-Cavaliers matchup in Game 1 of the N.B.A. finals wasn’t much of a contest. But what about Rihanna vs. Kevin Durant? Or Rihanna vs. Eddy Cue, the head of Apple Music?","The pop sensation stole the spotlight Thursday night, drawing the attention of Kevin Durant, Jeff Van Gundy and Apple Music’s Eddy Cue.",The New York Times,https://www.nytimes.com/2017/06/02/sports/basketball/rihanna-nba-finals-kevin-durant-eddy-cue.html
2017-06-10T13:00:04+0000,Farhad’s and Mike’s Week in Tech: More Ugly News for Uber,"Mike and Farhad discuss Uber, Apple and the week’s biggest tech news: Taylor Swift is back on Spotify.","Farhad: Hello, Mike! Usually we start off with some kind of dad joke but today there’s no time. We have a huge tech story to get to, one that will deeply affect my life and the lives of all of our readers: Taylor Swift is finally putting all of her music back on all streaming services, including Spotify. Hurrah!","Mike and Farhad discuss Uber, Apple and the week’s biggest tech news: Taylor Swift is back on Spotify.",The New York Times,https://www.nytimes.com/2017/06/10/technology/farhads-and-mikes-week-in-tech-more-ugly-news-for-uber.html
2017-06-07T17:07:10+0000,"Five Big Tech Stocks Build Market Euphoria, and Jitters","For investors in highflying shares like Amazon’s, there is an awareness that the conflicting sentiments of greed and fear must be balanced.",Facebook. Amazon. Apple. Netflix. Google.,"For investors in highflying shares like Amazon’s, there is an awareness that the conflicting sentiments of greed and fear must be balanced.",The New York Times,https://www.nytimes.com/2017/06/07/business/dealbook/stock-market-facebook-amazon-apple-google-netflix.html
2017-06-05T15:55:23+0000,Apple’s Big Event,"The company will kick off its annual developer conference on Monday with announcements expected about hardware updates, improved iPads and Macs, and a voice-activated speaker.",It’s that time of year again: Apple is holding its annual developer conference.,"The company will kick off its annual developer conference on Monday with announcements expected about hardware updates, improved iPads and Macs, and a voice-activated speaker.",The New York Times,https://www.nytimes.com/2017/06/05/technology/apples-big-event.html
